group,language,birth_date,sex,country,work_place,Creazione della Safety Vision,Costante focalizzazione sulla sicurezza,Influenzare ed ispirare gli altri,Credibilità e affidabilità,Orientamento al Team,Comunicazione efficace,Feedback e riconoscimento
208,it,1981-12-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,71,38,37,57,77,40,87
208,it,1958-02-17 00:00:00,Maschio,ITALIA,Ufficio,0,0,0,0,0,0,0
208,it,1985-02-03 00:00:00,Femmina,ITALIA,Ufficio,63,65,40,33,34,57,47
208,it,1974-06-09 00:00:00,Maschio,ITALIA,Ufficio,63,28,43,70,100,49,57
208,it,1971-07-06 00:00:00,Maschio,ITALIA,Ufficio,9,82,87,47,31,54,37
208,it,1958-02-17 00:00:00,Maschio,ITALIA,Ufficio,49,32,47,60,63,23,57
208,it,1977-12-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,72,20,60,60,60,57
208,en,1978-05-13 00:00:00,Maschio,UNGHERIA,Ufficio,54,55,43,70,80,49,63
208,it,1976-08-16 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,60,63,70,49,40,53
208,it,1968-07-17 00:00:00,Maschio,ITALIA,Ufficio,37,52,57,70,66,14,57
208,it,1981-10-27 00:00:00,Maschio,ITALIA,Ufficio,57,55,70,47,29,31,43
208,it,1978-03-17 00:00:00,Maschio,ITALIA,Altro,77,52,17,63,60,40,53
208,it,1983-02-03 00:00:00,Maschio,ITALIA,Altro,26,78,57,70,60,14,60
208,it,1968-10-26 00:00:00,Maschio,ITALIA,Ufficio,40,40,37,77,63,46,43
208,it,1978-03-14 00:00:00,Maschio,ITALIA,Ufficio,17,75,37,87,74,31,37
208,it,1970-03-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,25,77,37,57,57,53
208,it,1979-12-28 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,49,70,80,70,49,9,63
209,fr,2003-07-15 00:00:00,Femmina,AUSTRALIA,Cantiere o sito operativo,40,50,33,53,31,49,57
209,fr,1972-05-19 00:00:00,Maschio,FRANCIA,Ufficio,17,50,37,90,57,63,60
209,fr,1971-02-27 00:00:00,Maschio,GERMANIA,Ufficio,49,32,70,60,80,46,27
209,fr,1980-01-05 00:00:00,Maschio,FRANCIA,Ufficio,57,38,43,33,86,40,63
209,fr,1972-11-06 00:00:00,Maschio,FRANCIA,Ufficio,34,60,57,77,69,40,23
209,fr,1973-08-17 00:00:00,Maschio,FRANCIA,Ufficio,31,25,57,80,89,40,53
209,fr,1987-08-23 00:00:00,Maschio,FRANCIA,Ufficio,37,32,43,70,66,66,67
209,fr,1985-03-18 00:00:00,Maschio,FRANCIA,Ufficio,51,50,17,83,91,63,20
209,fr,1974-12-10 00:00:00,Maschio,FRANCIA,Ufficio,46,48,53,57,40,43,53
209,fr,1967-09-28 00:00:00,Maschio,FRANCIA,Ufficio,0,68,33,70,71,20,67
209,fr,1971-07-11 00:00:00,Maschio,FRANCIA,Ufficio,49,45,37,77,94,34,33
209,fr,1987-03-09 00:00:00,Femmina,FRANCIA,Ufficio,0,0,0,0,0,0,0
209,it,1987-03-09 00:00:00,Femmina,FRANCIA,Ufficio,37,22,37,77,69,51,23
209,fr,1977-05-12 00:00:00,Femmina,FRANCIA,Ufficio,60,25,17,73,77,74,37
209,fr,1968-12-07 00:00:00,Maschio,FRANCIA,Altro,91,62,47,53,89,40,43
209,fr,1975-06-11 00:00:00,Maschio,FRANCIA,Altro,29,50,33,70,77,60,57
209,fr,1988-03-10 00:00:00,Femmina,FRANCIA,Ufficio,63,48,27,90,60,60,50
209,fr,1978-04-02 00:00:00,Maschio,FRANCIA,Cantiere o sito operativo,63,40,40,70,74,40,40
210,en,2036-02-06 00:00:00,Maschio,ANTIGUA/BARBUDA,Cantiere o sito operativo,49,65,43,60,43,26,47
210,en,1974-08-06 00:00:00,Maschio,FILIPPINE,Altro,74,28,73,63,60,31,70
210,en,1978-11-20 00:00:00,Maschio,MALAISIA,Ufficio,49,30,17,60,80,57,63
210,en,1977-11-19 00:00:00,Maschio,SINGAPORE,Ufficio,51,68,87,73,60,60,30
210,en,1984-03-09 00:00:00,Maschio,MALAISIA,Ufficio,0,0,0,0,0,0,0
210,en,1978-08-26 00:00:00,Maschio,MALAISIA,Altro,69,78,27,53,94,43,20
210,en,1972-06-23 00:00:00,Maschio,SINGAPORE,Cantiere o sito operativo,46,65,53,53,57,57,70
210,en,1975-04-17 00:00:00,Maschio,SINGAPORE,Ufficio,54,57,30,53,66,26,67
210,en,1970-10-14 00:00:00,Maschio,AUSTRALIA,Ufficio,63,48,47,37,60,54,43
210,en,1971-09-02 00:00:00,Maschio,SINGAPORE,Ufficio,34,57,30,77,63,40,50
210,en,1978-07-17 00:00:00,Maschio,SINGAPORE,Ufficio,23,20,40,53,71,74,47
210,en,1984-03-09 00:00:00,Maschio,MALAISIA,Ufficio,46,45,47,57,63,54,37
210,en,1960-03-13 00:00:00,Maschio,SINGAPORE,Ufficio,9,15,10,10,43,51,37
210,en,1984-03-08 00:00:00,Maschio,MALAISIA,Ufficio,40,45,43,87,77,40,57
210,en,1972-05-10 00:00:00,Maschio,SINGAPORE,Ufficio,20,45,60,43,63,46,40
210,en,1973-06-30 00:00:00,Maschio,SINGAPORE,Ufficio,57,22,30,63,86,29,33
210,en,1981-04-14 00:00:00,Maschio,SINGAPORE,Ufficio,60,42,53,70,89,40,17
210,en,1977-09-23 00:00:00,Maschio,INDONESIA,Ufficio,49,35,23,40,60,57,43
210,it,1960-03-13 00:00:00,Maschio,SINGAPORE,Ufficio,46,40,80,27,80,69,47
210,fr,1985-05-24 00:00:00,Maschio,SINGAPORE,Altro,14,57,27,67,43,60,80
210,en,1986-01-20 00:00:00,Maschio,INDIA,Altro,0,0,0,0,0,0,0
210,en,1968-03-22 00:00:00,Maschio,SINGAPORE,Ufficio,60,52,40,57,86,51,30
210,en,1977-01-07 00:00:00,Maschio,SINGAPORE,Ufficio,69,48,27,60,80,46,53
210,en,1976-08-22 00:00:00,Femmina,SINGAPORE,Ufficio,69,45,30,87,80,57,17
210,en,1981-05-28 00:00:00,Maschio,SINGAPORE,Ufficio,69,45,43,53,60,51,43
210,en,1965-05-16 00:00:00,Maschio,SINGAPORE,Ufficio,51,70,47,70,51,34,67
210,en,1980-07-31 00:00:00,Maschio,SINGAPORE,Ufficio,51,40,50,50,49,43,33
210,en,1985-10-18 00:00:00,Maschio,SINGAPORE,Ufficio,51,42,67,37,80,57,37
210,en,1986-03-06 00:00:00,Maschio,SINGAPORE,Altro,23,62,50,70,94,46,30
210,en,1986-01-20 00:00:00,Maschio,SINGAPORE,Altro,34,72,53,37,43,60,57
210,en,1982-11-23 00:00:00,Maschio,SINGAPORE,Altro,0,32,0,27,34,40,17
210,it,1982-11-23 00:00:00,Maschio,SINGAPORE,Altro,46,48,47,80,37,63,63
211,fr,2009-03-14 00:00:00,Femmina,AUSTRALIA,Ufficio,46,52,13,57,29,51,67
211,fr,1988-06-14 00:00:00,Maschio,FRANCIA,Ufficio,63,45,47,47,34,37,70
211,fr,1974-04-11 00:00:00,Maschio,FRANCIA,Cantiere o sito operativo,29,42,50,70,43,57,60
211,fr,1994-04-04 00:00:00,Femmina,FRANCIA,Ufficio,37,25,17,43,17,31,27
211,fr,1979-01-11 00:00:00,Maschio,FRANCIA,Ufficio,66,8,53,67,60,69,50
211,fr,1977-09-20 00:00:00,Maschio,FRANCIA,Ufficio,46,70,43,70,60,49,43
211,fr,1988-02-20 00:00:00,Femmina,FRANCIA,Ufficio,43,62,50,70,69,49,17
211,fr,1980-01-23 00:00:00,Maschio,FRANCIA,Ufficio,29,45,40,73,66,46,30
211,fr,1985-07-01 00:00:00,Maschio,FRANCIA,Ufficio,31,60,70,60,37,37,63
211,fr,1981-05-30 00:00:00,Maschio,FRANCIA,Altro,57,70,57,43,51,31,37
211,fr,1981-04-10 00:00:00,Maschio,FRANCIA,Altro,49,72,47,63,46,26,80
211,fr,1991-11-07 00:00:00,Femmina,FRANCIA,Ufficio,31,45,43,67,43,63,37
211,it,1994-04-04 00:00:00,Femmina,FRANCIA,Ufficio,46,55,50,73,31,54,37
211,fr,1990-11-06 00:00:00,Maschio,FRANCIA,Altro,31,50,40,67,77,43,43
211,fr,1982-07-13 00:00:00,Femmina,FRANCIA,Ufficio,46,52,37,63,63,31,37
211,fr,1981-10-22 00:00:00,Maschio,FRANCIA,Altro,14,40,30,60,86,69,57
211,fr,1988-01-29 00:00:00,Maschio,FRANCIA,Ufficio,46,48,53,80,69,31,50
211,fr,1988-05-04 00:00:00,Maschio,FRANCIA,Altro,66,38,40,70,60,46,33
211,fr,1987-05-12 00:00:00,Maschio,FRANCIA,Ufficio,57,42,60,40,54,29,67
212,fr,2017-05-14 00:00:00,Maschio,ASCENSION,Cantiere o sito operativo,69,40,37,50,57,51,47
212,fr,1966-08-09 00:00:00,Maschio,SVIZZERA,Altro,31,30,67,20,17,60,67
212,fr,1983-09-24 00:00:00,Maschio,SVIZZERA,Ufficio,31,42,33,40,49,54,57
212,fr,1962-03-06 00:00:00,Maschio,SVIZZERA,Cantiere o sito operativo,26,30,53,60,80,54,40
212,fr,1976-07-06 00:00:00,Maschio,SVIZZERA,Cantiere o sito operativo,23,62,53,67,83,51,47
212,fr,1983-01-07 00:00:00,Femmina,SVIZZERA,Altro,20,35,63,73,60,51,60
212,fr,1969-10-27 00:00:00,Maschio,SVIZZERA,Ufficio,0,0,0,0,0,0,0
212,fr,1981-06-05 00:00:00,Maschio,SVIZZERA,Ufficio,54,52,40,63,43,40,23
212,fr,1987-01-10 00:00:00,Maschio,SVIZZERA,Ufficio,46,55,60,63,71,46,53
212,fr,1973-06-06 00:00:00,Maschio,SVIZZERA,Ufficio,43,35,47,70,57,46,40
212,fr,1969-10-27 00:00:00,Maschio,SVIZZERA,Ufficio,0,0,0,0,0,0,0
212,fr,1989-09-06 00:00:00,Maschio,SVIZZERA,Ufficio,43,52,27,80,54,57,57
212,fr,1990-05-26 00:00:00,Femmina,SVIZZERA,Ufficio,63,22,63,37,60,37,53
212,fr,1972-11-26 00:00:00,Maschio,SVIZZERA,Ufficio,60,8,50,63,74,69,33
212,fr,1989-12-30 00:00:00,Maschio,SVIZZERA,Ufficio,46,48,47,60,51,54,47
212,fr,1992-09-29 00:00:00,Maschio,SVIZZERA,Ufficio,46,72,27,87,71,46,47
212,fr,1969-10-27 00:00:00,Maschio,SVIZZERA,Ufficio,57,55,23,47,43,51,60
212,fr,1961-06-13 00:00:00,Maschio,SVIZZERA,Ufficio,63,50,40,70,54,43,60
212,fr,1974-10-14 00:00:00,Maschio,SVIZZERA,Ufficio,40,20,73,80,54,60,43
212,fr,1984-10-07 00:00:00,Maschio,SVIZZERA,Ufficio,37,68,43,53,40,26,77
212,fr,1971-12-22 00:00:00,Maschio,SVIZZERA,Ufficio,46,68,70,47,60,34,0
213,en,2008-02-19 00:00:00,Femmina,BIELORUSSIA,Cantiere o sito operativo,63,55,43,53,34,63,20
213,en,1984-02-02 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,0,0,0,0,0,0,0
213,en,1971-01-19 00:00:00,Maschio,GRAN BRETAGNA,Altro,43,60,37,63,54,83,43
213,en,1975-09-15 00:00:00,Maschio,UNGHERIA,Ufficio,0,28,27,0,37,31,20
213,en,1979-05-30 00:00:00,Femmina,OLANDA,Ufficio,14,22,33,10,37,23,27
213,en,1994-12-14 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,0,0,0,0,0,0,0
213,en,1960-10-28 00:00:00,Maschio,GRAN BRETAGNA,Altro,43,28,73,43,60,57,47
213,en,1988-09-17 00:00:00,Maschio,GRAN BRETAGNA,Altro,43,62,63,77,89,31,23
213,en,1963-12-17 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,35,47,63,66,40,47
213,en,1962-06-27 00:00:00,Maschio,GRAN BRETAGNA,Altro,0,0,0,0,0,0,0
213,en,1995-02-09 00:00:00,Femmina,GRAN BRETAGNA,Ufficio,54,32,53,50,69,40,50
213,en,1965-04-21 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,54,60,47,63,49,40,53
213,en,1968-07-25 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,50,40,67,57,37,63
213,en,1968-03-05 00:00:00,Maschio,GRAN BRETAGNA,Altro,40,60,40,83,74,29,43
213,en,1990-07-06 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,40,42,50,50,74,43,53
213,en,1972-12-25 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,23,72,67,60,66,46,53
213,en,1979-05-30 00:00:00,Femmina,OLANDA,Ufficio,60,42,77,37,29,46,73
213,en,1972-04-08 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,43,70,33,57,66,57,63
213,en,1994-12-14 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,66,65,70,60,66,26,50
213,en,1979-02-01 00:00:00,Maschio,GRAN BRETAGNA,Altro,23,57,27,90,94,60,57
213,en,1997-08-03 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,43,50,47,73,74,49,43
213,en,1973-04-26 00:00:00,Maschio,GRAN BRETAGNA,Altro,51,65,63,57,66,34,43
213,en,1984-02-02 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,60,55,37,67,57,57,43
213,en,1962-06-27 00:00:00,Maschio,GRAN BRETAGNA,Altro,0,57,37,57,57,37,50
213,en,1975-09-15 00:00:00,Maschio,UNGHERIA,Ufficio,46,38,43,53,71,40,60
213,en,1970-12-21 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,77,38,47,57,94,46,53
214,en,1963-11-12 00:00:00,Maschio,GRAN BRETAGNA,Altro,20,62,30,43,63,69,47
214,en,1966-01-07 00:00:00,Maschio,GRAN BRETAGNA,Altro,49,57,53,47,60,40,77
214,en,1982-01-28 00:00:00,Femmina,MESSICO,Ufficio,34,60,63,70,60,23,60
214,en,1994-12-14 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,63,35,40,73,74,63,53
214,en,1997-08-03 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,0,0,0,0,0,0,0
214,en,2000-12-19 00:00:00,Femmina,GRAN BRETAGNA,Ufficio,37,35,20,67,69,43,50
214,en,1997-08-03 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,40,65,47,50,46,31,40
214,en,1973-03-21 00:00:00,Maschio,GRAN BRETAGNA,Altro,9,80,63,67,69,40,70
214,en,1972-03-02 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,46,60,47,40,34,51,40
214,en,1970-12-21 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,40,40,53,80,94,33
214,en,1984-02-03 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,57,68,33,80,37,60,47
214,en,1987-10-26 00:00:00,Maschio,GRAN BRETAGNA,Altro,37,57,53,63,77,37,37
214,en,1985-10-29 00:00:00,Femmina,GRAN BRETAGNA,Ufficio,34,52,43,73,51,54,57
214,en,1966-04-11 00:00:00,Maschio,GRAN BRETAGNA,Altro,23,60,57,73,66,31,40
214,en,1963-08-09 00:00:00,Maschio,GRAN BRETAGNA,Altro,43,68,40,50,77,40,57
215,en,1986-03-13 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,23,48,60,77,89,40,47
215,en,1984-08-15 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,77,32,43,70,40,40,47
215,en,1994-12-04 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,49,70,63,27,49,51,77
215,en,1976-06-02 00:00:00,Maschio,GUINEA EQUATORIALE,Ufficio,63,28,63,73,60,29,50
215,en,1986-11-26 00:00:00,Femmina,BRASILE,Ufficio,46,48,77,33,54,34,27
215,en,1979-09-07 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,51,55,93,50,37,57,43
215,en,1987-09-11 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,57,30,67,66,57,37
215,en,1993-12-21 00:00:00,Maschio,COLOMBIA,Cantiere o sito operativo,66,68,33,53,83,37,37
215,en,1991-03-31 00:00:00,Maschio,BRASILE,Ufficio,26,50,53,57,80,46,63
215,es,1980-11-08 00:00:00,Femmina,BRASILE,Ufficio,54,72,77,47,60,26,53
215,en,1982-05-05 00:00:00,Maschio,BRASILE,Ufficio,26,38,50,80,94,49,63
216,en,1981-02-10 00:00:00,Maschio,GUINEA EQUATORIALE,Ufficio,74,68,53,37,69,9,53
216,en,1970-01-13 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,54,42,77,47,63,74,47
216,en,1962-06-20 00:00:00,Maschio,BRASILE,Cantiere o sito operativo,51,35,80,53,66,89,17
216,en,1992-03-20 00:00:00,Maschio,GUINEA EQUATORIALE,Ufficio,43,30,17,67,89,69,60
216,en,1973-06-27 00:00:00,Maschio,BRASILE,Ufficio,71,65,57,63,94,46,37
216,en,1993-08-28 00:00:00,Maschio,BRASILE,Ufficio,29,60,70,50,60,43,53
216,en,1983-03-04 00:00:00,Maschio,BRASILE,Ufficio,0,0,0,0,0,0,0
216,en,1977-01-16 00:00:00,Maschio,BRASILE,Cantiere o sito operativo,69,65,60,63,69,14,37
216,en,1978-02-24 00:00:00,Maschio,BRASILE,Ufficio,37,22,60,33,49,77,63
216,en,1983-03-04 00:00:00,Maschio,BRASILE,Ufficio,0,0,0,0,0,0,0
216,en,1983-03-04 00:00:00,Maschio,BRASILE,Ufficio,37,75,47,0,54,63,53
216,en,1993-04-28 00:00:00,Maschio,COLOMBIA,Cantiere o sito operativo,37,80,53,63,80,46,27
216,en,1975-09-25 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,89,32,60,37,54,60,60
216,en,1985-10-10 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,43,55,37,50,43,43,60
216,en,1991-06-29 00:00:00,Maschio,FRANCIA,Cantiere o sito operativo,26,60,47,80,80,51,53
216,en,1979-11-19 00:00:00,Maschio,STATI UNITI D'AMERICA,Ufficio,80,45,70,37,66,49,73
216,en,1971-02-07 00:00:00,Maschio,BRASILE,Ufficio,60,78,37,20,71,54,37
216,en,1963-07-10 00:00:00,Femmina,GRAN BRETAGNA,Altro,6,48,37,53,63,63,43
217,it,1981-11-11 00:00:00,Maschio,ITALIA,Ufficio,54,50,53,53,60,29,77
217,it,1991-02-10 00:00:00,Femmina,ITALIA,Ufficio,0,78,53,63,60,63,87
217,it,1988-03-22 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,38,37,80,29,71,57
217,it,1978-07-12 00:00:00,Maschio,ITALIA,Ufficio,63,50,13,43,54,60,63
217,it,1994-10-04 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,70,50,77,31,54,67
217,it,1974-11-14 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,54,52,50,77,60,49,63
217,it,1974-10-20 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,35,43,63,66,57,67
217,it,1987-04-02 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,0,25,27,10,23,37,27
217,it,1966-06-04 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,0,0,0,0,0,0,0
217,it,1966-06-04 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,49,32,70,27,74,63,57
217,it,1991-02-10 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,23,48,47,77,51,74,47
217,it,1980-07-27 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,66,35,67,50,71,60,27
217,it,1987-04-02 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,26,65,60,87,66,71,37
217,it,1988-07-29 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,34,45,53,77,83,60,40
217,it,1963-08-30 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,48,70,43,17,66,83
217,it,1983-07-07 00:00:00,Maschio,ITALIA,Ufficio,74,55,43,60,80,31,57
217,it,1963-10-03 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,29,62,37,53,71,40,57
217,it,1976-06-23 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,54,38,50,53,66,43,33
217,it,1972-12-19 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,40,48,50,63,80,49,30
217,it,1970-07-10 01:00:00,Maschio,ITALIA,Cantiere o sito operativo,20,52,47,73,43,60,40
217,it,1971-02-01 00:00:00,Maschio,ITALIA,Ufficio,54,28,27,80,66,63,80
218,en,1986-03-13 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,23,48,60,77,89,40,47
218,en,1984-08-15 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,77,32,43,70,40,40,47
218,en,1994-12-04 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,49,70,63,27,49,51,77
218,en,1976-06-02 00:00:00,Maschio,GUINEA EQUATORIALE,Ufficio,63,28,63,73,60,29,50
218,en,1986-11-26 00:00:00,Femmina,BRASILE,Ufficio,46,48,77,33,54,34,27
218,en,1979-09-07 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,51,55,93,50,37,57,43
218,en,1987-09-11 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,57,30,67,66,57,37
218,en,1993-12-21 00:00:00,Maschio,COLOMBIA,Cantiere o sito operativo,66,68,33,53,83,37,37
218,en,1991-03-31 00:00:00,Maschio,BRASILE,Ufficio,26,50,53,57,80,46,63
218,es,1980-11-08 00:00:00,Femmina,BRASILE,Ufficio,54,72,77,47,60,26,53
218,en,1982-05-05 00:00:00,Maschio,BRASILE,Ufficio,26,38,50,80,94,49,63
219,en,1969-08-17 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,51,40,40,53,46,31,47
219,en,1987-04-04 00:00:00,Femmina,GRAN BRETAGNA,Ufficio,63,42,50,53,54,63,57
219,en,1975-09-12 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,0,0,0,0,0,0,0
219,en,1982-09-05 00:00:00,Maschio,GRAN BRETAGNA,Altro,66,57,37,53,69,51,40
219,en,1966-01-07 00:00:00,Maschio,GRAN BRETAGNA,Altro,46,48,27,80,66,60,57
219,en,1990-06-30 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,0,0,0,0,0,0,0
219,en,1972-02-04 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,48,23,80,60,29,73
219,en,1965-01-31 00:00:00,Maschio,GRAN BRETAGNA,Altro,40,55,33,70,66,43,47
219,en,1990-06-30 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,46,60,50,70,80,31,43
219,en,1968-07-05 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,57,45,83,37,69,60,37
219,en,1967-09-22 00:00:00,Femmina,GRAN BRETAGNA,Ufficio,57,50,47,53,71,40,33
219,en,1983-08-23 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,40,60,77,47,66,80,43
219,en,1972-06-29 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,60,40,63,53,69,37,63
219,en,1987-10-03 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,37,52,33,63,57,51,53
219,en,1984-01-23 00:00:00,Maschio,GRAN BRETAGNA,Altro,37,52,63,47,66,63,63
219,en,1972-05-10 00:00:00,Maschio,GRAN BRETAGNA,Altro,63,48,50,63,69,60,53
219,en,1982-12-06 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,29,52,23,63,51,60,63
219,en,1975-09-12 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,31,62,50,83,51,37,40
219,en,1973-02-19 00:00:00,Maschio,GRAN BRETAGNA,Altro,43,50,43,80,69,57,43
219,en,1985-06-06 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,43,25,40,67,66,80,50
219,en,1991-09-21 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,29,62,43,73,69,57,33
219,en,1983-11-11 00:00:00,Maschio,GRAN BRETAGNA,Altro,66,48,63,40,51,69,40
219,en,1999-04-26 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,0,0,0,0,0,0,0
219,en,1962-09-14 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,26,42,13,60,89,69,47
219,en,1999-04-26 00:00:00,Maschio,GRAN BRETAGNA,Ufficio,46,70,33,67,83,37,23
219,en,1960-01-12 00:00:00,Maschio,GRAN BRETAGNA,Altro,14,45,60,63,77,60,60
220,it,2021-07-15 00:00:00,Femmina,ANTARTIDE FRANCESE,Altro,60,32,57,37,43,51,37
220,it,2035-03-04 00:00:00,Femmina,ANGOLA,Cantiere o sito operativo,29,52,37,60,57,40,50
220,it,1978-05-18 00:00:00,Maschio,ITALIA,Ufficio,66,38,70,47,77,29,30
220,it,1970-06-25 01:00:00,Maschio,ITALIA,Ufficio,89,48,47,37,69,51,43
220,it,1969-08-19 00:00:00,Maschio,ITALIA,Ufficio,71,88,53,30,31,46,77
220,it,1981-05-01 00:00:00,Femmina,ITALIA,Cantiere o sito operativo,43,72,47,70,49,37,70
220,it,1975-08-24 00:00:00,Maschio,ITALIA,Ufficio,54,40,70,37,43,49,63
220,it,1975-10-21 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,37,60,80,37,46,63,60
220,it,1967-03-18 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,29,68,43,60,77,43,43
220,it,1974-09-14 00:00:00,Maschio,ITALIA,Ufficio,49,75,70,43,63,34,47
220,it,1987-04-22 00:00:00,Maschio,IRLANDA,Cantiere o sito operativo,31,70,47,67,43,37,57
220,it,1963-07-27 00:00:00,Maschio,ITALIA,Ufficio,46,60,27,87,51,40,67
220,it,1970-11-16 00:00:00,Maschio,ITALIA,Ufficio,54,60,87,53,43,40,47
220,it,1990-07-30 00:00:00,Femmina,ITALIA,Ufficio,80,45,10,57,31,71,87
220,it,1970-07-23 01:00:00,Maschio,ITALIA,Ufficio,66,52,50,40,31,69,53
220,it,1964-12-25 00:00:00,Maschio,ITALIA,Ufficio,0,45,17,20,23,31,10
220,it,1969-12-21 00:00:00,Femmina,ITALIA,Ufficio,0,0,0,0,0,0,0
220,it,1964-12-25 00:00:00,Maschio,ITALIA,Ufficio,54,82,73,60,34,31,57
220,it,1969-12-21 00:00:00,Femmina,ITALIA,Ufficio,69,25,70,10,31,69,63
221,it,2022-04-15 00:00:00,Femmina,ARABIA SAUDITA,Cantiere o sito operativo,40,65,23,57,43,54,40
221,it,1966-08-11 00:00:00,Maschio,ITALIA,Ufficio,57,55,50,63,74,26,37
221,it,1961-09-18 00:00:00,Maschio,ITALIA,Ufficio,31,45,53,60,60,40,80
221,it,1977-03-03 00:00:00,Maschio,ITALIA,Ufficio,37,42,33,67,54,34,33
221,it,1962-04-30 00:00:00,Maschio,ITALIA,Ufficio,94,52,53,47,66,34,63
221,it,1962-09-01 00:00:00,Maschio,ITALIA,Ufficio,77,32,47,80,74,54,30
221,it,1971-12-10 00:00:00,Maschio,ITALIA,Ufficio,60,40,33,67,80,43,23
221,it,1972-01-09 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,31,42,43,87,69,43,63
221,it,1965-02-28 00:00:00,Maschio,ITALIA,Cantiere o sito operativo,46,82,27,80,54,23,57
221,it,1963-05-20 00:00:00,Maschio,ITALIA,Ufficio,26,50,60,77,80,43,40
221,it,1980-09-13 00:00:00,Maschio,ITALIA,Ufficio,69,55,53,53,31,51,70
221,it,1959-12-23 00:00:00,Maschio,ITALIA,Ufficio,63,60,50,60,43,20,43
221,it,1976-02-02 00:00:00,Maschio,ITALIA,Ufficio,29,45,47,77,63,57,40
221,it,1984-11-27 00:00:00,Maschio,ITALIA,Ufficio,69,35,27,77,54,60,47
221,it,1965-07-17 00:00:00,Maschio,ITALIA,Ufficio,51,65,43,73,49,31,53
221,it,1960-05-09 00:00:00,Femmina,ITALIA,Ufficio,40,70,43,93,49,37,63
